Referencia;Nº de cuenta;Importe;Moneda;Fecha valor;Concepto
OP-2026004539;ES9820850000180000000122;3.827.481,90;COP;27/09/2026;Formación
OP-2026004540;ES3801820000960000000033;1.083,15;EUR;22/09/2026;Servicios profesionales
OP-2026004541;ES7320850000190000000135;741,70;EUR;20/09/2026;Viajes
OP-2026004542;ES7300490000030000000081;991,27;EUR;23/09/2026;Licencias de software
OP-2026004543;ES8600810000510000000070;622,04;EUR;23/09/2026;Nómina
OP-2026004544;ES5901280000170000000084;926,21;EUR;25/09/2026;Formación
OP-2026004545;ES9100810000580000000025;1.001,03;USD;21/09/2026;Suministros
OP-2026004546;ES7001280000140000000227;763,47;EUR;18/09/2026;Publicidad
OP-2026004547;ES7420850000140000000168;703,74;EUR;18/09/2026;Alquiler
OP-2026004548;ES9600490000020000000007;1.180,83;USD;26/09/2026;Viajes
OP-2026004549;ES7801280000160000000179;1.012,98;EUR;19/09/2026;Suministros
OP-2026004550;ES6300490000040000000018;927,22;EUR;21/09/2026;Viajes
OP-2026004551;ES7600810000550000000151;1.456,12;EUR;27/09/2026;Mantenimiento
OP-2026004552;ES7001280000140000000227;1.112,65;USD;13/09/2026;Licencias de software
OP-2026004553;ES4521000000690000000169;17.016,71;MXN;16/09/2026;Nómina
OP-2026004554;ES0500490000070000000236;1.045,99;EUR;24/09/2026;Comisiones
OP-2026004555;ES9401820000990000000042;488,16;EUR;24/09/2026;Suministros
OP-2026004556;ES6300490000040000000212;748,02;EUR;18/09/2026;Transporte
OP-2026004557;ES7601820000920000000030;3.001.077,44;COP;21/09/2026;Publicidad
OP-2026004558;ES6000810000540000000100;944,49;EUR;24/09/2026;Servicios profesionales
OP-2026004559;ES4300810000570000000065;980,27;USD;25/09/2026;Alquiler
OP-2026004560;ES6701280000130000000136;2.742.761,28;COP;19/09/2026;Seguros
OP-2026004561;ES2520850000180000000078;1.029,18;USD;25/09/2026;Material de oficina
OP-2026004562;ES6701280000160000000086;4.918,17;MXN;24/09/2026;Servicios profesionales
OP-2026004563;ES3600810000530000000193;875,09;USD;19/09/2026;Viajes
OP-2026004564;ES2800810000510000000241;998,99;EUR;18/09/2026;Viajes
OP-2026004565;ES7920850000120000000176;11.541,08;MXN;21/09/2026;Suministros
OP-2026004566;ES0920850000170000000124;642,12;EUR;19/09/2026;Viajes
OP-2026004567;ES7120850000130000000077;3.749.154,11;COP;27/09/2026;Proveedor
OP-2026004568;ES0420850000100000000072;788,74;USD;21/09/2026;Mantenimiento
OP-2026004569;ES2401280000100000000184;759,85;EUR;13/09/2026;Suministros
OP-2026004570;ES4800810000520000000123;1.008,14;EUR;27/09/2026;Mantenimiento
OP-2026004571;ES6101820000980000000103;1.058,99;USD;17/09/2026;Viajes
OP-2026004572;ES7521000000630000000214;804,91;EUR;15/09/2026;Suministros
OP-2026004573;ES9600490000020000000007;660,25;EUR;17/09/2026;Licencias de software
OP-2026004574;ES3700490000010000000148;823,50;EUR;18/09/2026;Nómina
OP-2026004575;ES5001280000130000000248;17.038,92;MXN;15/09/2026;Material de oficina
OP-2026004576;ES4601280000170000000027;650,90;EUR;15/09/2026;Publicidad
OP-2026004577;ES9500490000010000000171;1.064,84;EUR;18/09/2026;Alquiler
OP-2026004578;ES5121000000690000000061;1.050,73;EUR;27/09/2026;Material de oficina
OP-2026004579;ES4000490000050000000092;763,72;EUR;19/09/2026;Licencias de software
OP-2026004580;ES7120850000130000000174;10.935,10;MXN;19/09/2026;Licencias de software
OP-2026004581;ES7101280000160000000014;981,14;EUR;24/09/2026;Comisiones
OP-2026004582;ES4621000000680000000006;15.785,61;MXN;18/09/2026;Transporte
OP-2026004583;ES6501820000970000000177;1.023,31;USD;22/09/2026;Nómina
OP-2026004584;ES3000810000570000000105;768,73;EUR;13/09/2026;Alquiler
OP-2026004585;ES7001280000140000000227;391,16;EUR;20/09/2026;Proveedor
OP-2026004586;ES3400810000510000000036;886,03;EUR;26/09/2026;Publicidad
OP-2026004587;ES6400490000020000000195;797,54;EUR;22/09/2026;Seguros
OP-2026004588;ES8100810000500000000015;1.090,09;EUR;26/09/2026;Seguros
OP-2026004589;ES0920850000170000000124;3.690.456,93;COP;24/09/2026;Material de oficina
OP-2026004590;ES7501820000900000000146;947,04;USD;20/09/2026;Comisiones
OP-2026004591;ES7621000000650000000001;988,79;USD;22/09/2026;Nómina
OP-2026004592;ES9500810000540000000149;14.802,20;MXN;24/09/2026;Nómina
OP-2026004593;ES3601820000990000000116;1.152,13;EUR;18/09/2026;Licencias de software
OP-2026004594;ES8701820000950000000073;700,95;EUR;24/09/2026;Transporte
OP-2026004595;ES3021000000610000000152;1.066,30;USD;13/09/2026;Servicios profesionales
OP-2026004596;ES5401280000160000000029;1.006,92;EUR;20/09/2026;Servicios profesionales
OP-2026004597;ES8100810000500000000112;625,18;EUR;17/09/2026;Viajes
OP-2026004598;ES5401280000160000000029;2.991.874,18;COP;18/09/2026;Suministros
OP-2026004599;ES1520850000100000000068;518,77;EUR;16/09/2026;Suministros
OP-2026004600;ES3720850000170000000008;1.002,86;USD;27/09/2026;Seguros
OP-2026004601;ES4801280000140000000041;569,41;EUR;16/09/2026;Suministros
OP-2026004602;ES0200490000090000000192;909,88;EUR;27/09/2026;Servicios profesionales
OP-2026004603;ES6701820000910000000047;1.131,64;EUR;25/09/2026;Comisiones
OP-2026004604;ES6500810000520000000011;594,82;EUR;21/09/2026;Formación
OP-2026004605;ES5600810000510000000028;847,89;EUR;27/09/2026;Alquiler
OP-2026004606;ES5420850000100000000239;1.144,02;EUR;26/09/2026;Servicios profesionales
OP-2026004607;ES0920850000170000000124;573,18;EUR;22/09/2026;Licencias de software
OP-2026004608;ES3021000000610000000055;1.061,16;EUR;21/09/2026;Servicios profesionales
OP-2026004609;ES8400490000000000000127;923,68;EUR;24/09/2026;Seguros
OP-2026004610;ES2620850000170000000012;13.809,46;MXN;25/09/2026;Viajes
OP-2026004611;ES2921000000680000000215;719,87;EUR;21/09/2026;Comisiones
OP-2026004612;ES1500810000540000000134;942,45;EUR;20/09/2026;Mantenimiento
OP-2026004613;ES7001280000140000000227;912,41;EUR;27/09/2026;Servicios profesionales
OP-2026004614;ES4221000000680000000175;3.641.273,96;COP;21/09/2026;Comisiones
OP-2026004615;ES6500810000520000000011;985,07;EUR;24/09/2026;Transporte
OP-2026004616;ES2401280000100000000184;19.677,95;MXN;27/09/2026;Transporte
OP-2026004617;ES7001280000140000000227;853,90;EUR;21/09/2026;Licencias de software
OP-2026004618;ES8321000000620000000119;1.298,45;EUR;24/09/2026;Material de oficina
OP-2026004619;ES5621000000640000000022;673,54;EUR;15/09/2026;Formación
OP-2026004620;ES8721000000680000000141;398,90;USD;16/09/2026;Licencias de software
OP-2026004621;ES3801820000960000000033;15.715,89;MXN;25/09/2026;Viajes
OP-2026004622;ES5500490000050000000210;1.043,24;EUR;18/09/2026;Seguros
OP-2026004623;ES3500810000580000000160;2.493.183,05;COP;22/09/2026;Formación
OP-2026004624;ES1320850000160000000198;939,18;EUR;23/09/2026;Proveedor
OP-2026004625;ES1800490000040000000246;395,26;EUR;27/09/2026;Publicidad
OP-2026004626;ES8121000000680000000249;852,88;EUR;18/09/2026;Servicios profesionales
OP-2026004627;ES5600810000510000000028;548,91;EUR;20/09/2026;Proveedor
OP-2026004628;ES2800810000510000000241;1.059,28;EUR;24/09/2026;Material de oficina
OP-2026004629;ES1820850000180000000010;1.146,52;EUR;21/09/2026;Alquiler
OP-2026004630;ES5701820000950000000128;714,72;EUR;27/09/2026;Publicidad
OP-2026004631;ES6901280000100000000150;17.391,23;MXN;16/09/2026;Comisiones
OP-2026004632;ES6700490000010000000190;3.669.734,82;COP;25/09/2026;Publicidad
OP-2026004633;ES7320850000190000000038;550,70;EUR;20/09/2026;Mantenimiento
OP-2026004634;ES5300810000500000000131;1.136,98;USD;25/09/2026;Material de oficina
OP-2026004635;ES7600810000520000000201;3.170.896,12;COP;19/09/2026;Proveedor
OP-2026004636;ES3801820000960000000033;892,76;EUR;22/09/2026;Transporte
OP-2026004637;ES9320850000110000000167;773,51;EUR;25/09/2026;Nómina
OP-2026004638;ES5900490000010000000237;13.199,92;MXN;22/09/2026;Mantenimiento
OP-2026004639;ES6001820000960000000219;936,93;USD;18/09/2026;Nómina
OP-2026004640;ES3921000000640000000231;955,55;USD;27/09/2026;Formación
OP-2026004641;ES4000810000560000000071;1.182,63;USD;20/09/2026;Publicidad
OP-2026004642;ES7221000000620000000026;876,02;EUR;16/09/2026;Publicidad
OP-2026004643;ES9320850000110000000167;913,82;EUR;23/09/2026;Material de oficina
OP-2026004644;ES3720850000170000000008;1.044,48;EUR;24/09/2026;Viajes
OP-2026004645;ES0200490000090000000192;549,41;EUR;25/09/2026;Licencias de software
OP-2026004646;ES4500810000510000000032;685,54;USD;16/09/2026;Nómina
OP-2026004647;ES7320850000190000000135;700,34;EUR;14/09/2026;Servicios profesionales
OP-2026004648;ES4220850000150000000016;1.066,08;USD;24/09/2026;Viajes
OP-2026004649;ES5600490000000000000049;1.183,65;EUR;13/09/2026;Comisiones
OP-2026004650;ES7221000000620000000026;884,03;USD;21/09/2026;Suministros
OP-2026004651;ES3500490000070000000181;12.791,04;MXN;20/09/2026;Proveedor
OP-2026004652;ES9601280000110000000197;847,58;EUR;27/09/2026;Servicios profesionales
OP-2026004653;ES4300810000570000000065;978,30;USD;26/09/2026;Suministros
OP-2026004654;ES6101280000110000000051;812,00;EUR;16/09/2026;Nómina
OP-2026004655;ES4220850000180000000063;823,35;EUR;22/09/2026;Formación
OP-2026004656;ES3721000000670000000217;804,46;EUR;19/09/2026;Publicidad
OP-2026004657;ES5600810000510000000028;645,07;EUR;21/09/2026;Suministros
OP-2026004658;ES6701280000160000000086;1.064,73;EUR;14/09/2026;Transporte
OP-2026004659;ES3900810000540000000187;874,61;USD;14/09/2026;Material de oficina
OP-2026004660;ES4101820000970000000221;618,53;EUR;24/09/2026;Material de oficina
OP-2026004661;ES4600810000580000000059;987,35;EUR;15/09/2026;Licencias de software
OP-2026004662;ES3101280000110000000106;352,31;USD;15/09/2026;Nómina
OP-2026004663;ES2700490000080000000082;1.155,36;EUR;17/09/2026;Material de oficina
OP-2026004664;ES4500810000510000000032;1.038,82;EUR;22/09/2026;Material de oficina
OP-2026004665;ES6701280000130000000039;822,02;EUR;18/09/2026;Proveedor
OP-2026004666;ES9500490000010000000171;2.791.342,57;COP;27/09/2026;Transporte
OP-2026004667;ES2721000000620000000157;1.157,15;EUR;19/09/2026;Seguros
OP-2026004668;ES2720850000120000000045;901,06;EUR;23/09/2026;Seguros
OP-2026004669;ES2421000000610000000066;15.632,17;MXN;27/09/2026;Alquiler
OP-2026004670;ES3220850000100000000053;3.720.141,66;COP;25/09/2026;Nómina
OP-2026004671;ES3700490000010000000148;1.004,03;EUR;13/09/2026;Servicios profesionales
OP-2026004672;ES6421000000630000000024;1.182,43;USD;21/09/2026;Seguros
OP-2026004673;ES5600810000510000000125;879,36;EUR;20/09/2026;Viajes
OP-2026004674;ES5600810000510000000028;807,28;EUR;23/09/2026;Formación
OP-2026004675;ES9120850000110000000009;15.611,85;MXN;22/09/2026;Transporte
OP-2026004676;ES4700810000510000000093;768,79;EUR;26/09/2026;Suministros
OP-2026004677;ES8701820000950000000073;657,20;EUR;14/09/2026;Formación
OP-2026004678;ES3120850000150000000020;1.061,75;USD;21/09/2026;Material de oficina
OP-2026004679;ES0701280000170000000050;796,30;EUR;27/09/2026;Servicios profesionales
OP-2026004680;ES4601280000170000000027;968,65;EUR;13/09/2026;Publicidad
OP-2026004681;ES7521000000660000000164;937,79;EUR;20/09/2026;Nómina
OP-2026004682;ES9201820000900000000034;908,15;EUR;17/09/2026;Licencias de software
OP-2026004683;ES6920850000110000000211;540,01;EUR;18/09/2026;Material de oficina
OP-2026004684;ES8020850000110000000110;899,74;EUR;20/09/2026;Comisiones
OP-2026004685;ES2421000000610000000066;7.433,43;MXN;22/09/2026;Seguros
OP-2026004686;ES5801280000190000000101;1.061,83;EUR;18/09/2026;Licencias de software
OP-2026004687;ES7920850000120000000176;1.244,74;USD;20/09/2026;Formación
OP-2026004688;ES2721000000620000000157;904,05;EUR;24/09/2026;Seguros
OP-2026004689;ES9100810000580000000025;915,48;EUR;19/09/2026;Material de oficina
OP-2026004690;ES7601820000920000000030;1.022,88;EUR;15/09/2026;Licencias de software
OP-2026004691;ES7301820000910000000230;848,84;USD;15/09/2026;Viajes
OP-2026004692;ES1520850000100000000068;1.180,08;EUR;13/09/2026;Formación
OP-2026004693;ES6001820000960000000219;1.023,60;EUR;16/09/2026;Nómina
OP-2026004694;ES4800490000040000000094;14.056,09;MXN;22/09/2026;Proveedor
OP-2026004695;ES0200490000090000000192;1.140,04;USD;18/09/2026;Alquiler
OP-2026004696;ES4500810000510000000032;886,67;EUR;21/09/2026;Transporte
OP-2026004697;ES0220850000100000000108;756,82;EUR;27/09/2026;Transporte
OP-2026004698;ES6501820000970000000177;805,20;EUR;18/09/2026;Alquiler
OP-2026004699;ES5600490000000000000049;779,52;EUR;21/09/2026;Viajes
OP-2026004700;ES2720850000120000000045;1.412,42;USD;26/09/2026;Transporte
OP-2026004701;ES6901280000100000000150;13.541,23;MXN;13/09/2026;Mantenimiento
OP-2026004702;ES8320850000120000000104;16.750,23;MXN;19/09/2026;Viajes
OP-2026004703;ES9821000000680000000137;15.727,30;MXN;22/09/2026;Alquiler
OP-2026004704;ES7500810000510000000074;15.820,76;MXN;24/09/2026;Seguros
OP-2026004705;ES4601820000950000000035;1.122,55;USD;21/09/2026;Servicios profesionales
OP-2026004706;ES8100810000500000000015;3.200,00;MXN;18/09/2026;Publicidad
OP-2026004707;ES6000810000540000000100;779,73;EUR;20/09/2026;Seguros
OP-2026004708;ES4300810000570000000162;869,35;USD;16/09/2026;Servicios profesionales
OP-2026004709;ES3500810000550000000113;607,52;EUR;16/09/2026;Viajes
OP-2026004710;ES3401820000930000000058;11.103,96;MXN;13/09/2026;Publicidad
OP-2026004711;ES5801280000190000000101;823,31;USD;22/09/2026;Material de oficina
OP-2026004712;ES5621000000640000000022;909,54;EUR;19/09/2026;Transporte
OP-2026004713;ES6600810000500000000091;495,68;EUR;20/09/2026;Transporte
OP-2026004714;ES4221000000680000000175;1.071,10;USD;27/09/2026;Nómina
OP-2026004715;ES9200810000530000000155;1.216,44;EUR;20/09/2026;Transporte
OP-2026004716;ES9120850000140000000250;462,25;EUR;24/09/2026;Formación
OP-2026004717;ES3421000000690000000173;709,67;USD;17/09/2026;Proveedor
OP-2026004718;ES1520850000100000000068;766,20;USD;17/09/2026;Formación
OP-2026004719;ES7900810000560000000048;1.008,81;EUR;21/09/2026;Licencias de software
OP-2026004720;ES7601820000920000000030;606,66;EUR;14/09/2026;Seguros
OP-2026004721;ES8901280000110000000129;700,13;EUR;16/09/2026;Comisiones
OP-2026004722;ES7620850000110000000085;491,35;EUR;14/09/2026;Formación
OP-2026004723;ES8701820000950000000073;989,86;EUR;14/09/2026;Viajes
OP-2026004724;ES5401280000160000000029;902,03;EUR;20/09/2026;Viajes
OP-2026004725;ES4800490000040000000094;975,31;EUR;26/09/2026;Publicidad
OP-2026004726;ES6501820000970000000177;710,33;EUR;16/09/2026;Material de oficina
OP-2026004727;ES5420850000100000000239;1.044,82;EUR;25/09/2026;Publicidad
OP-2026004728;ES9400810000590000000213;820,58;EUR;26/09/2026;Mantenimiento
OP-2026004729;ES3621000000630000000043;1.201,37;EUR;13/09/2026;Suministros
OP-2026004730;ES2921000000680000000215;1.102,74;EUR;17/09/2026;Licencias de software
OP-2026004731;ES2520850000180000000078;682,55;USD;13/09/2026;Viajes
OP-2026004732;ES5501280000110000000159;640,08;EUR;15/09/2026;Mantenimiento
OP-2026004733;ES6600810000500000000091;609,19;EUR;19/09/2026;Nómina
OP-2026004734;ES6300490000040000000018;1.058,31;EUR;22/09/2026;Suministros
OP-2026004735;ES8020850000110000000013;904,82;EUR;18/09/2026;Servicios profesionales
OP-2026004736;ES1801280000170000000143;992,08;EUR;21/09/2026;Seguros
OP-2026004737;ES0701280000170000000050;956,73;EUR;23/09/2026;Publicidad
OP-2026004738;ES0500490000070000000236;843,28;USD;13/09/2026;Licencias de software
OP-2026004739;ES7701820000990000000057;525,37;USD;18/09/2026;Suministros
OP-2026004740;ES1901820000990000000228;685,22;EUR;15/09/2026;Alquiler
OP-2026004741;ES0301820000920000000180;725,01;EUR;20/09/2026;Nómina
OP-2026004742;ES5900490000010000000237;845,57;EUR;24/09/2026;Servicios profesionales
OP-2026004743;ES4721000000610000000040;4.825.955,91;COP;18/09/2026;Mantenimiento
OP-2026004744;ES5701820000950000000128;927,41;USD;20/09/2026;Nómina
OP-2026004745;ES1901820000990000000228;670,43;EUR;19/09/2026;Formación
OP-2026004746;ES5500490000050000000210;1.027,68;EUR;18/09/2026;Publicidad
OP-2026004747;ES7101280000160000000014;13.955,11;MXN;18/09/2026;Servicios profesionales
OP-2026004748;ES9001820000930000000117;1.330,76;EUR;18/09/2026;Publicidad
OP-2026004749;ES8021000000610000000222;862,10;EUR;15/09/2026;Nómina
OP-2026004750;ES6101820000980000000103;647,16;USD;20/09/2026;Transporte
OP-2026004751;ES6101820000980000000103;964,10;USD;15/09/2026;Suministros
OP-2026004752;ES1000810000590000000076;15.435,84;MXN;13/09/2026;Servicios profesionales
OP-2026004753;ES2401820000970000000139;720,45;EUR;19/09/2026;Alquiler
OP-2026004754;ES6600810000500000000091;740,74;EUR;22/09/2026;Material de oficina
OP-2026004755;ES3520850000140000000191;886,87;EUR;25/09/2026;Material de oficina
OP-2026004756;ES2921000000680000000215;934,62;EUR;21/09/2026;Viajes
OP-2026004757;ES4621000000680000000006;896,36;EUR;15/09/2026;Nómina
OP-2026004758;ES7320850000190000000038;739,05;EUR;20/09/2026;Nómina
OP-2026004759;ES3101280000140000000056;887,81;EUR;20/09/2026;Seguros
OP-2026004760;ES5420850000100000000239;1.342,95;EUR;13/09/2026;Alquiler
OP-2026004761;ES6920850000110000000211;975,99;EUR;22/09/2026;Alquiler
OP-2026004762;ES1200810000530000000140;733,47;EUR;26/09/2026;Nómina
OP-2026004763;ES6701280000130000000136;14.492,12;MXN;18/09/2026;Mantenimiento
OP-2026004764;ES8020850000110000000110;753,61;EUR;13/09/2026;Licencias de software
OP-2026004765;ES9120850000110000000009;4.238.883,73;COP;17/09/2026;Mantenimiento
OP-2026004766;ES9601280000110000000197;839,75;USD;27/09/2026;Proveedor
OP-2026004767;ES9001280000150000000109;878,27;EUR;27/09/2026;Comisiones
OP-2026004768;ES2701280000110000000178;578,98;EUR;25/09/2026;Nómina
OP-2026004769;ES3421000000690000000173;883,13;EUR;13/09/2026;Seguros
OP-2026004770;ES3700490000010000000148;554,66;EUR;25/09/2026;Licencias de software
OP-2026004771;ES8021000000610000000222;19.284,72;MXN;16/09/2026;Nómina
OP-2026004772;ES1820850000180000000010;1.133,11;EUR;23/09/2026;Comisiones
OP-2026004773;ES9720850000160000000238;21.682,02;MXN;16/09/2026;Comisiones
OP-2026004774;ES7221000000620000000026;18.993,09;MXN;25/09/2026;Mantenimiento
OP-2026004775;ES8020850000110000000207;742,53;EUR;16/09/2026;Nómina
OP-2026004776;ES7020850000180000000044;11.318,99;MXN;22/09/2026;Transporte
OP-2026004777;ES8501820000980000000156;912,25;USD;27/09/2026;Material de oficina
OP-2026004778;ES2501820000990000000023;674,39;EUR;24/09/2026;Seguros
OP-2026004779;ES6701820000910000000047;4.541.582,27;COP;25/09/2026;Material de oficina
OP-2026004780;ES6600810000590000000232;654,59;EUR;21/09/2026;Mantenimiento
OP-2026004781;ES9720850000160000000238;703,91;EUR;13/09/2026;Nómina
OP-2026004782;ES3421000000690000000173;635,00;USD;21/09/2026;Seguros
OP-2026004783;ES1420850000150000000132;905,84;USD;19/09/2026;Servicios profesionales
OP-2026004784;ES7120850000100000000224;707,89;USD;27/09/2026;Comisiones
OP-2026004785;ES8021000000610000000222;945,18;EUR;17/09/2026;Publicidad
OP-2026004786;ES8020850000110000000013;825,38;USD;24/09/2026;Comisiones
OP-2026004787;ES4700810000510000000093;17.232,83;MXN;26/09/2026;Mantenimiento
OP-2026004788;ES2721000000620000000157;520,18;EUR;23/09/2026;Material de oficina
OP-2026004789;ES6701280000130000000136;709,87;EUR;14/09/2026;Comisiones
OP-2026004790;ES6400490000020000000195;495,57;EUR;13/09/2026;Viajes
OP-2026004791;ES9621000000620000000079;779,90;USD;20/09/2026;Material de oficina
OP-2026004792;ES8620850000160000000145;946,94;EUR;27/09/2026;Transporte
OP-2026004793;ES4901820000960000000126;955,63;USD;23/09/2026;Comisiones
OP-2026004794;ES3421000000690000000173;3.956.161,47;COP;18/09/2026;Licencias de software
OP-2026004795;ES6701280000160000000086;3.625.176,25;COP;13/09/2026;Nómina
OP-2026004796;ES3820850000120000000235;904,28;EUR;13/09/2026;Suministros
